index,answer,t0,t1,webm_url,video_id
81,change color of text based on sample,217.45,264.09,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/45de8345-7cc5-46cf-b32b-b9643e20c489/351d4796-006c-49e9-8c73-56d3b96095d7_20160318022822.1280x720at2400_vp8.webm,15261
82,save sampled color,232.85,257.65,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/45de8345-7cc5-46cf-b32b-b9643e20c489/351d4796-006c-49e9-8c73-56d3b96095d7_20160318022822.1280x720at2400_vp8.webm,15261
83,save a project,298.65,307.9,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/45de8345-7cc5-46cf-b32b-b9643e20c489/351d4796-006c-49e9-8c73-56d3b96095d7_20160318022822.1280x720at2400_vp8.webm,15261
84,export a file,308.97,329.19,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/45de8345-7cc5-46cf-b32b-b9643e20c489/351d4796-006c-49e9-8c73-56d3b96095d7_20160318022822.1280x720at2400_vp8.webm,15261
85,open multiple images,25.4,36.71,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/7f072d43-8a5a-49f4-a4ed-1c30d0a5a6e2/d307725d-fe16-442e-8484-eb7397f29c11_20160318022809.1280x720at2400_vp8.webm,15262
86,improve image appearance with adjustments,55.36,72.93,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/7f072d43-8a5a-49f4-a4ed-1c30d0a5a6e2/d307725d-fe16-442e-8484-eb7397f29c11_20160318022809.1280x720at2400_vp8.webm,15262
87,make image brighter,55.36,109.46,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/7f072d43-8a5a-49f4-a4ed-1c30d0a5a6e2/d307725d-fe16-442e-8484-eb7397f29c11_20160318022809.1280x720at2400_vp8.webm,15262
88,add hue saturation ,119.349999,150.06,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/7f072d43-8a5a-49f4-a4ed-1c30d0a5a6e2/d307725d-fe16-442e-8484-eb7397f29c11_20160318022809.1280x720at2400_vp8.webm,15262
89,copy adjustments,156.679999,217.28,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/7f072d43-8a5a-49f4-a4ed-1c30d0a5a6e2/d307725d-fe16-442e-8484-eb7397f29c11_20160318022809.1280x720at2400_vp8.webm,15262
90,edit brightness contrast,228.849999,242.15,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/7f072d43-8a5a-49f4-a4ed-1c30d0a5a6e2/d307725d-fe16-442e-8484-eb7397f29c11_20160318022809.1280x720at2400_vp8.webm,15262
91,put images into a single window,243.05,252.49,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/7f072d43-8a5a-49f4-a4ed-1c30d0a5a6e2/d307725d-fe16-442e-8484-eb7397f29c11_20160318022809.1280x720at2400_vp8.webm,15262
92,fix smudge in image,272.65,292.06,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/7f072d43-8a5a-49f4-a4ed-1c30d0a5a6e2/d307725d-fe16-442e-8484-eb7397f29c11_20160318022809.1280x720at2400_vp8.webm,15262
93,add text to image,11.259999,54.6,https://images-tv.adobe.com/avp/vr/e0951ba2-b5b3-4ac7-a00d-14abbeafa072/21c6d686-bba4-4c8c-85e3-127a643452b1/83c9a81b-5e96-456b-8ca7-1d2be3c9fadf_20160516024816.1280x720at2400_vp8.webm,15567
94,add horizontal text,26.75,31.31,https://images-tv.adobe.com/avp/vr/e0951ba2-b5b3-4ac7-a00d-14abbeafa072/21c6d686-bba4-4c8c-85e3-127a643452b1/83c9a81b-5e96-456b-8ca7-1d2be3c9fadf_20160516024816.1280x720at2400_vp8.webm,15567
95,change font size,47.4,54.6,https://images-tv.adobe.com/avp/vr/e0951ba2-b5b3-4ac7-a00d-14abbeafa072/21c6d686-bba4-4c8c-85e3-127a643452b1/83c9a81b-5e96-456b-8ca7-1d2be3c9fadf_20160516024816.1280x720at2400_vp8.webm,15567
96,move text,74.2,90.009999,https://images-tv.adobe.com/avp/vr/e0951ba2-b5b3-4ac7-a00d-14abbeafa072/21c6d686-bba4-4c8c-85e3-127a643452b1/83c9a81b-5e96-456b-8ca7-1d2be3c9fadf_20160516024816.1280x720at2400_vp8.webm,15567
97,add text in a certain area,100.179999,119.2,https://images-tv.adobe.com/avp/vr/e0951ba2-b5b3-4ac7-a00d-14abbeafa072/21c6d686-bba4-4c8c-85e3-127a643452b1/83c9a81b-5e96-456b-8ca7-1d2be3c9fadf_20160516024816.1280x720at2400_vp8.webm,15567
98,wrap text on two lines,123.86,130.808,https://images-tv.adobe.com/avp/vr/e0951ba2-b5b3-4ac7-a00d-14abbeafa072/21c6d686-bba4-4c8c-85e3-127a643452b1/83c9a81b-5e96-456b-8ca7-1d2be3c9fadf_20160516024816.1280x720at2400_vp8.webm,15567
99,change how text looks,154.26,176.23,https://images-tv.adobe.com/avp/vr/e0951ba2-b5b3-4ac7-a00d-14abbeafa072/21c6d686-bba4-4c8c-85e3-127a643452b1/83c9a81b-5e96-456b-8ca7-1d2be3c9fadf_20160516024816.1280x720at2400_vp8.webm,15567
100,how to select text,191.429999,217.52,https://images-tv.adobe.com/avp/vr/e0951ba2-b5b3-4ac7-a00d-14abbeafa072/21c6d686-bba4-4c8c-85e3-127a643452b1/83c9a81b-5e96-456b-8ca7-1d2be3c9fadf_20160516024816.1280x720at2400_vp8.webm,15567
101,how to change font type,38.249999,57.34,https://images-tv.adobe.com/avp/vr/e0951ba2-b5b3-4ac7-a00d-14abbeafa072/83d1c9c0-af28-4e76-9d96-b71f3fb40d60/9875215a-efee-4bc4-b9f7-5395cbd665af_20160516025127.1280x720at2400_vp8.webm,15569
102,change text to uppercase letters,65.719999,71.989999,https://images-tv.adobe.com/avp/vr/e0951ba2-b5b3-4ac7-a00d-14abbeafa072/83d1c9c0-af28-4e76-9d96-b71f3fb40d60/9875215a-efee-4bc4-b9f7-5395cbd665af_20160516025127.1280x720at2400_vp8.webm,15569
103,add more space between characters,77.21,94.59,https://images-tv.adobe.com/avp/vr/e0951ba2-b5b3-4ac7-a00d-14abbeafa072/83d1c9c0-af28-4e76-9d96-b71f3fb40d60/9875215a-efee-4bc4-b9f7-5395cbd665af_20160516025127.1280x720at2400_vp8.webm,15569
104,add more space between the lines of text,95.85,107.649999,https://images-tv.adobe.com/avp/vr/e0951ba2-b5b3-4ac7-a00d-14abbeafa072/83d1c9c0-af28-4e76-9d96-b71f3fb40d60/9875215a-efee-4bc4-b9f7-5395cbd665af_20160516025127.1280x720at2400_vp8.webm,15569
105,customize characters with Glyphs,137.13,176.36,https://images-tv.adobe.com/avp/vr/e0951ba2-b5b3-4ac7-a00d-14abbeafa072/83d1c9c0-af28-4e76-9d96-b71f3fb40d60/9875215a-efee-4bc4-b9f7-5395cbd665af_20160516025127.1280x720at2400_vp8.webm,15569
106,how to work with Glyphs,181.81,200.19,https://images-tv.adobe.com/avp/vr/e0951ba2-b5b3-4ac7-a00d-14abbeafa072/83d1c9c0-af28-4e76-9d96-b71f3fb40d60/9875215a-efee-4bc4-b9f7-5395cbd665af_20160516025127.1280x720at2400_vp8.webm,15569
107,identify font from image,47.73,99.59,https://images-tv.adobe.com/avp/vr/e0951ba2-b5b3-4ac7-a00d-14abbeafa072/464f00fa-38f2-499f-b3ed-fed6fbdee0e5/6b781d19-f8d3-47ca-9798-ede857105b9c_20160516025048.1280x720at2400_vp8.webm,15570
108,find a similar font,122.11,143.17,https://images-tv.adobe.com/avp/vr/e0951ba2-b5b3-4ac7-a00d-14abbeafa072/464f00fa-38f2-499f-b3ed-fed6fbdee0e5/6b781d19-f8d3-47ca-9798-ede857105b9c_20160516025048.1280x720at2400_vp8.webm,15570
109,create a composite,18.23,44.9,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/e13b836e-923a-4171-acb9-925913d66ba2/9d0dcc98-c68a-48b1-9e26-668b6aa878be_20160608015455.1280x720at2400_vp8.webm,15687
110,see two layers at the same time,52.219999,81.31,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/e13b836e-923a-4171-acb9-925913d66ba2/9d0dcc98-c68a-48b1-9e26-668b6aa878be_20160608015455.1280x720at2400_vp8.webm,15687
111,hide and blend the part of a layer,82.46,135.87,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/e13b836e-923a-4171-acb9-925913d66ba2/9d0dcc98-c68a-48b1-9e26-668b6aa878be_20160608015455.1280x720at2400_vp8.webm,15687
112,add an image to a layer,173.27,199.85,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/e13b836e-923a-4171-acb9-925913d66ba2/9d0dcc98-c68a-48b1-9e26-668b6aa878be_20160608015455.1280x720at2400_vp8.webm,15687
113,scale an image smaller,210.67,231.709999,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/e13b836e-923a-4171-acb9-925913d66ba2/9d0dcc98-c68a-48b1-9e26-668b6aa878be_20160608015455.1280x720at2400_vp8.webm,15687
114,apply prospective transformation,242.52,272.86,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/e13b836e-923a-4171-acb9-925913d66ba2/9d0dcc98-c68a-48b1-9e26-668b6aa878be_20160608015455.1280x720at2400_vp8.webm,15687
115,hide part of image using layer mask,279.54,296.739999,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/e13b836e-923a-4171-acb9-925913d66ba2/9d0dcc98-c68a-48b1-9e26-668b6aa878be_20160608015455.1280x720at2400_vp8.webm,15687
116,make image see-through,15.799999,32.19,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/448dd6c0-4f82-407f-b704-2c6ee27d1788/008aef14-ff2e-442d-b9f4-90ab3ec9c64d_20160608015938.1280x720at2400_vp8.webm,15688
117,hide part of an image,48.19,108.289999,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/448dd6c0-4f82-407f-b704-2c6ee27d1788/008aef14-ff2e-442d-b9f4-90ab3ec9c64d_20160608015938.1280x720at2400_vp8.webm,15688
118,hide an object in an image,111.37,227.899999,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/448dd6c0-4f82-407f-b704-2c6ee27d1788/008aef14-ff2e-442d-b9f4-90ab3ec9c64d_20160608015938.1280x720at2400_vp8.webm,15688
119,use the rectangular marquee tool,111.37,147.77,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/448dd6c0-4f82-407f-b704-2c6ee27d1788/008aef14-ff2e-442d-b9f4-90ab3ec9c64d_20160608015938.1280x720at2400_vp8.webm,15688
120,add to current selection,148.88,192.03,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/448dd6c0-4f82-407f-b704-2c6ee27d1788/008aef14-ff2e-442d-b9f4-90ab3ec9c64d_20160608015938.1280x720at2400_vp8.webm,15688
121,add to current selection,195.219999,216.7,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/448dd6c0-4f82-407f-b704-2c6ee27d1788/008aef14-ff2e-442d-b9f4-90ab3ec9c64d_20160608015938.1280x720at2400_vp8.webm,15688
122,mask out part of an image,229.29,271.45,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/448dd6c0-4f82-407f-b704-2c6ee27d1788/008aef14-ff2e-442d-b9f4-90ab3ec9c64d_20160608015938.1280x720at2400_vp8.webm,15688
123,add depth to an image,17.35,105.36,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/10a48d73-9d09-4148-8c8c-34f5d740e61a/dbd9a0ca-83d7-460d-a189-8d41640c67be_20160608015928.1280x720at2400_vp8.webm,15689
124,blend layers,45.16,105.36,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/10a48d73-9d09-4148-8c8c-34f5d740e61a/dbd9a0ca-83d7-460d-a189-8d41640c67be_20160608015928.1280x720at2400_vp8.webm,15689
125,soften an image,173.67,191.47,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/10a48d73-9d09-4148-8c8c-34f5d740e61a/dbd9a0ca-83d7-460d-a189-8d41640c67be_20160608015928.1280x720at2400_vp8.webm,15689
126,add an image to another image,193.49,206.58,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/10a48d73-9d09-4148-8c8c-34f5d740e61a/dbd9a0ca-83d7-460d-a189-8d41640c67be_20160608015928.1280x720at2400_vp8.webm,15689
127,blend images together,214.84,232.71,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/10a48d73-9d09-4148-8c8c-34f5d740e61a/dbd9a0ca-83d7-460d-a189-8d41640c67be_20160608015928.1280x720at2400_vp8.webm,15689
128,scale a layer smaller,234.01,266.78,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/10a48d73-9d09-4148-8c8c-34f5d740e61a/dbd9a0ca-83d7-460d-a189-8d41640c67be_20160608015928.1280x720at2400_vp8.webm,15689
129,sample colors from image,11.04,33.91,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/36e5ce17-6149-4a27-8b75-a43800e316f3/af4028eb-7298-4cd2-8f9f-41c18042e277_20160608015925.1280x720at2400_vp8.webm,15690
130,apply a sampled color,34.629999,61.15,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/36e5ce17-6149-4a27-8b75-a43800e316f3/af4028eb-7298-4cd2-8f9f-41c18042e277_20160608015925.1280x720at2400_vp8.webm,15690
131,blend colors from different layers,66.14,77.64,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/36e5ce17-6149-4a27-8b75-a43800e316f3/af4028eb-7298-4cd2-8f9f-41c18042e277_20160608015925.1280x720at2400_vp8.webm,15690
132,apply color fill to only one layer,84.3,110.37,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/36e5ce17-6149-4a27-8b75-a43800e316f3/af4028eb-7298-4cd2-8f9f-41c18042e277_20160608015925.1280x720at2400_vp8.webm,15690
133,get more saturated version of a color,141.299999,160.61,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/36e5ce17-6149-4a27-8b75-a43800e316f3/af4028eb-7298-4cd2-8f9f-41c18042e277_20160608015925.1280x720at2400_vp8.webm,15690
134,add a gradient to an image,190.88,234.649999,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/36e5ce17-6149-4a27-8b75-a43800e316f3/af4028eb-7298-4cd2-8f9f-41c18042e277_20160608015925.1280x720at2400_vp8.webm,15690
135,blend color to an image below,238.71,270.409999,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/36e5ce17-6149-4a27-8b75-a43800e316f3/af4028eb-7298-4cd2-8f9f-41c18042e277_20160608015925.1280x720at2400_vp8.webm,15690
136,add more contrast to an image,271.959999,298.48,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/36e5ce17-6149-4a27-8b75-a43800e316f3/af4028eb-7298-4cd2-8f9f-41c18042e277_20160608015925.1280x720at2400_vp8.webm,15690
137,blend two images together,19.659999,50.13,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/981af14e-2d40-4010-b8fd-6c2c54c1a2c4/33aa0277-bd84-4198-8fa8-fe713b2baf2c_20160608015934.1280x720at2400_vp8.webm,15691
138,only show part of an image,51.98,140.22,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/981af14e-2d40-4010-b8fd-6c2c54c1a2c4/33aa0277-bd84-4198-8fa8-fe713b2baf2c_20160608015934.1280x720at2400_vp8.webm,15691
139,add an image to another,157.24,171.39,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/981af14e-2d40-4010-b8fd-6c2c54c1a2c4/33aa0277-bd84-4198-8fa8-fe713b2baf2c_20160608015934.1280x720at2400_vp8.webm,15691
140,hide area around part of an image,172.23,269.609999,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/981af14e-2d40-4010-b8fd-6c2c54c1a2c4/33aa0277-bd84-4198-8fa8-fe713b2baf2c_20160608015934.1280x720at2400_vp8.webm,15691
141,use blend if sliders,180.359999,240.9,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/981af14e-2d40-4010-b8fd-6c2c54c1a2c4/33aa0277-bd84-4198-8fa8-fe713b2baf2c_20160608015934.1280x720at2400_vp8.webm,15691
142,handle minor touchups,270.629999,289.74,https://images-tv.adobe.com/avp/vr/ea49e5f1-d4bc-446e-94b2-f1c1363ecc51/981af14e-2d40-4010-b8fd-6c2c54c1a2c4/33aa0277-bd84-4198-8fa8-fe713b2baf2c_20160608015934.1280x720at2400_vp8.webm,15691
143,select an object in an image,15.71,63.81,https://images-tv.adobe.com/avp/vr/5edfa3fc-6c57-4914-b206-45e26102a12e/de07b5ab-d64b-4d47-a448-2be9b3d163b2/7e08f942-0004-4490-aed5-30d44612b1a9_20160614064442.1280x720at2400_vp8.webm,15722
144,chage view of selection,79.41,91.19,https://images-tv.adobe.com/avp/vr/5edfa3fc-6c57-4914-b206-45e26102a12e/de07b5ab-d64b-4d47-a448-2be9b3d163b2/7e08f942-0004-4490-aed5-30d44612b1a9_20160614064442.1280x720at2400_vp8.webm,15722
145,add or take away from a mask,83.15,105.91,https://images-tv.adobe.com/avp/vr/5edfa3fc-6c57-4914-b206-45e26102a12e/de07b5ab-d64b-4d47-a448-2be9b3d163b2/7e08f942-0004-4490-aed5-30d44612b1a9_20160614064442.1280x720at2400_vp8.webm,15722
146,refine objects to match color of attached area,114.76,163.28,https://images-tv.adobe.com/avp/vr/5edfa3fc-6c57-4914-b206-45e26102a12e/de07b5ab-d64b-4d47-a448-2be9b3d163b2/7e08f942-0004-4490-aed5-30d44612b1a9_20160614064442.1280x720at2400_vp8.webm,15722
147,match a font from an image,40.46,87.43,https://images-tv.adobe.com/avp/vr/e0951ba2-b5b3-4ac7-a00d-14abbeafa072/f21b9e77-1084-4708-b342-c07d1a2590ed/a222df58-5531-4f5e-91d4-3b640cd57e30_20160615033915.1280x720at2400_vp8.webm,15724
148,add text to an image,89.23,97.64,https://images-tv.adobe.com/avp/vr/e0951ba2-b5b3-4ac7-a00d-14abbeafa072/f21b9e77-1084-4708-b342-c07d1a2590ed/a222df58-5531-4f5e-91d4-3b640cd57e30_20160615033915.1280x720at2400_vp8.webm,15724
149,open more than one image in photoshop,20.67,34.14,https://images-tv.adobe.com/avp/vr/462e2631-03ef-4b5e-a360-163c1cce9d1e/63c779d6-536c-49f3-a0b2-03c4e7c82bbb/fd4939aa-e3d3-44c4-b430-a1c19e2003b2_20160928102510.1280x720at2400_vp8.webm,16433
150,align two exposures,44.3,64.919999,https://images-tv.adobe.com/avp/vr/462e2631-03ef-4b5e-a360-163c1cce9d1e/63c779d6-536c-49f3-a0b2-03c4e7c82bbb/fd4939aa-e3d3-44c4-b430-a1c19e2003b2_20160928102510.1280x720at2400_vp8.webm,16433
151,combine two images in order to fix one,65.389999,195.11,https://images-tv.adobe.com/avp/vr/462e2631-03ef-4b5e-a360-163c1cce9d1e/63c779d6-536c-49f3-a0b2-03c4e7c82bbb/fd4939aa-e3d3-44c4-b430-a1c19e2003b2_20160928102510.1280x720at2400_vp8.webm,16433
152,paint out everything except one object,105.21,153.29,https://images-tv.adobe.com/avp/vr/462e2631-03ef-4b5e-a360-163c1cce9d1e/63c779d6-536c-49f3-a0b2-03c4e7c82bbb/fd4939aa-e3d3-44c4-b430-a1c19e2003b2_20160928102510.1280x720at2400_vp8.webm,16433
153,paint out area from topmost image,213.82,233.269999,https://images-tv.adobe.com/avp/vr/462e2631-03ef-4b5e-a360-163c1cce9d1e/63c779d6-536c-49f3-a0b2-03c4e7c82bbb/fd4939aa-e3d3-44c4-b430-a1c19e2003b2_20160928102510.1280x720at2400_vp8.webm,16433
154,add type to text design,64.49,90.36,https://images-tv.adobe.com/avp/vr/08e3c85c-be86-4231-8a13-4111f0f6cc09/0dc240b6-1ed0-49e8-be32-e218e16c1ce6/9d307a1a-5df2-4a98-bdc2-932f93a09216_20161011084314.1280x720at2400_vp8.webm,16497
155,choose glyph alternative,75.68,86,https://images-tv.adobe.com/avp/vr/08e3c85c-be86-4231-8a13-4111f0f6cc09/0dc240b6-1ed0-49e8-be32-e218e16c1ce6/9d307a1a-5df2-4a98-bdc2-932f93a09216_20161011084314.1280x720at2400_vp8.webm,16497
156,save text design,87.009999,127.62,https://images-tv.adobe.com/avp/vr/08e3c85c-be86-4231-8a13-4111f0f6cc09/0dc240b6-1ed0-49e8-be32-e218e16c1ce6/9d307a1a-5df2-4a98-bdc2-932f93a09216_20161011084314.1280x720at2400_vp8.webm,16497
157,share saved assets,129.68,154.99,https://images-tv.adobe.com/avp/vr/08e3c85c-be86-4231-8a13-4111f0f6cc09/0dc240b6-1ed0-49e8-be32-e218e16c1ce6/9d307a1a-5df2-4a98-bdc2-932f93a09216_20161011084314.1280x720at2400_vp8.webm,16497
158,add saved artwork,162.299999,190.03,https://images-tv.adobe.com/avp/vr/08e3c85c-be86-4231-8a13-4111f0f6cc09/0dc240b6-1ed0-49e8-be32-e218e16c1ce6/9d307a1a-5df2-4a98-bdc2-932f93a09216_20161011084314.1280x720at2400_vp8.webm,16497
159,crop artwork down,212.04,227.08,https://images-tv.adobe.com/avp/vr/08e3c85c-be86-4231-8a13-4111f0f6cc09/0dc240b6-1ed0-49e8-be32-e218e16c1ce6/9d307a1a-5df2-4a98-bdc2-932f93a09216_20161011084314.1280x720at2400_vp8.webm,16497
160,make paint strokes on an image,19.93,31.07,https://images-tv.adobe.com/avp/vr/b758b4c4-2a74-41f4-8e67-e2f2eab83c6a/6ad7e30b-3eac-4797-9180-ed519cb49992/9cc6f6ca-ddcd-4d4b-a338-72aa60a3d8c3_20170727010230.1280x720at2400_vp8.webm,19159
